id,property_id,rating_count,city,price
"175","1324972","18","Kolkata","784"
"176","1324976","12","Kolkata","595"
"177","1325034","16","Jaipur","985"
"178","1325038","16","Jaipur","893"
"179","1325042","12","Kinnaur","575"
"180","1325082","43","Deoghar","892"
"181","1325096","41","Kolhapur","591"
"182","1325110","544","Kodaikanal","3756"
"183","1325114","35","Kodaikanal","636"
"184","1325124","7","Chennai","868"
"185","1325140","1","Indore","560"
"186","1325166","524","Kodaikanal","3049"
"187","1325170","7","Lucknow","886"
"188","1325172","132","Kodaikanal","2852"
"189","1325176","106","Kodaikanal","2061"
"190","1325192","419","Kodaikanal","4648"
"191","1325210","9","Chandigarh","686"
"192","1325236","39","Goa","803"
"193","1325238","8","Khandala","599"
"194","1325242","16","Goa","715"
"195","1325244","11","Goa","645"
"196","1325250","16","Jaipur","580"
"197","1325272","16","Kozhikode","603"
"198","1325278","16","Jaipur","994"
"199","1325284","3","Chennai","708"
"200","1325304","1","Jaipur","670"
"201","1325348","46","Jaisalmer","575"
"202","1325352","15","Chennai","509"
"203","1325384","40","Kolkata","574"
"204","1325386","12","Kolkata","586"
"205","1325388","15","Kolkata","809"
"206","1325390","31","Kolkata","750"
"207","1325392","14","Kolkata","556"
"208","1325394","31","Kolkata","958"
"209","1325440","1","Gwalior","907"
"210","1325442","16","Indore","620"
"211","1325444","1","Indore","822"
"212","1325446","1","Indore","788"
"213","1325448","1","Indore","788"
"214","1325450","9","Lucknow","746"
"215","1325452","1","Indore","883"
"216","1325456","1","Indore","816"
"217","1325480","9","Goa","755"
"218","1325490","27","Goa","985"
"219","1325492","1","Indore","793"
"220","1325494","1","Jabalpur","986"
"221","1325538","20","Coorg","869"
"222","1325542","34","Lucknow","676"
"223","1325548","18","Lucknow","653"
"224","1325574","38","Cuttack","654"
"225","1325578","14","Dharamshala","975"
"226","1325582","38","Lucknow","847"
"227","1325600","26","Dehradun","946"
"228","1325618","16","Jaipur","559"
"229","1325640","16","Jaipur","714"
"230","1325648","16","Jaipur","774"
"231","1325662","16","Indore","582"
"232","1325666","16","Jaipur","501"
"233","1325676","26","Lava","912"
"234","1325750","49","Dehradun","986"
"235","1325758","3","Kochi","962"
"236","1325760","21","Kochi","906"
"237","1325762","24","Kochi","941"
"238","1325776","42","Goa","743"
"239","1325778","25","Goa","702"
"240","1325780","41","Goa","760"
"241","1325782","49","Goa","608"
"242","1325784","20","Goa","737"
"243","1325788","50","Goa","575"
"244","1325792","30","Goa","881"
"245","1325838","42","Kochi","802"
"246","1325840","17","Corbett","533"
"247","1325882","16","Jaipur","659"
"248","1325884","16","Jaipur","767"
"249","1325886","16","Jaipur","995"
"250","1325890","20","Corbett","626"
"251","1325892","20","Corbett","778"
"252","1325900","19","Goa","703"
"253","1325906","28","Kolkata","705"
"254","1325910","40","Kolkata","630"
"255","1325926","6","Chittorgarh","884"
"256","1325940","20","Gangtok","595"
"257","1325946","33","Deoghar","800"
"258","1325974","16","Dehradun","940"
"259","1325980","24","Dehradun","584"
"260","1326018","17","Kolkata","815"
"261","1326030","25","Coimbatore","810"
"262","1326040","48","Coimbatore","659"
"263","1326068","16","Indore","579"
"264","1326070","38","Kolkata","638"
"265","1326072","37","Kolkata","626"
"266","1326074","12","Kolkata","869"
"267","1326080","2","Kolkata","500"
"268","1326114","1","Idukki","907"
"269","1326130","1","Jabalpur","531"
"270","1326140","14","Chennai","740"
"271","1326148","22","Chennai","605"
"272","1326164","23","Lucknow","675"
"273","1326198","16","Hyderabad","665"
"274","1326204","31","Daman","778"
"275","1326240","58","Kovalam","557"
"276","1326292","79","Kumbhalgarh","793"
"277","1326308","2","Ludhiana","862"
"278","1326366","51","Corbett","735"
"279","1326396","40","Kochi","662"
"280","1326402","21","Durg","810"
"281","1326406","46","Kochi","594"
"282","1326414","101","Goa","2990"
"283","1326416","21","Indore","693"
"284","1326424","4","Chandigarh","640"
"285","1326428","50","Kannur","588"
"286","1326500","17","Kurseong","721"
"287","1326514","16","Chennai","549"
"288","1326518","28","Gangtok","500"
"289","1326536","36","Kolhapur","772"
"290","1326570","23","Dehradun","636"
"291","1326714","49","Kumarakom","694"
"292","1326726","40","Kumarakom","604"
"293","1326826","29","Dehradun","548"
"294","1326828","48","Dehradun","543"
"295","1326844","33","Dooars","647"
"296","1326904","38","Karaikal","943"
"297","1326924","42","Chennai","778"
"298","1326928","16","Chennai","963"
"299","1326930","16","Hyderabad","949"
"300","1327080","10","Kolkata","806"
"301","1327082","7","Kolkata","726"
"302","1327084","24","Kolkata","617"
"303","1327086","41","Kolkata","708"
"304","1327088","47","Kolkata","542"
"305","1327104","25","Kolkata","517"
"306","1327124","33","Kota","822"
"307","1327126","26","Kolkata","502"
"308","1327128","17","Kolkata","948"
"309","1327146","16","Jaipur","573"
"310","1327148","12","Katra","695"
"311","1327170","16","Jaipur","680"
"312","1327180","129","Coimbatore","2184"
"313","1327216","48","Chittoor","774"
"314","1327274","16","Jaisalmer","981"
"315","1327342","31","Jaisalmer","887"
"316","1327350","16","Jaipur","825"
"317","1327378","6","Jaisalmer","853"
"318","1327384","50","Kota","586"
"319","1327388","16","Jaipur","740"
"320","1327390","1","Haldwani","663"
"321","1327424","5","Karaikal","743"
"322","1327428","14","Chennai","981"
"323","1327436","42","Coimbatore","732"
"324","1327438","22","Goa","953"
"325","1327440","44","Kodaikanal","791"
"326","1327444","47","Kodaikanal","853"
"327","1327456","30","Goa","984"
"328","1327458","16","Goa","992"
"329","1327484","16","Jaipur","852"
"330","1327492","16","Jaipur","540"
"331","1327500","13","Dharamshala","811"
"332","1327556","1","Jaipur","503"
"333","1327562","1","Jaipur","774"
"334","1327566","1","Jaipur","765"
"335","1327586","39","Chennai","864"
"336","1327588","1","Jaipur","812"
"337","1327606","24","Corbett","598"
"338","1327634","10","Ludhiana","919"
"339","1327642","1","Jaipur","909"
"340","1327648","1","Jaipur","539"
"341","1327652","1","Jaipur","794"
"342","1327658","1","Jaipur","808"
"343","1327664","1","Jaipur","782"
"344","1327676","1","Jaipur","985"
"345","1327678","1","Jaipur","966"
"346","1327680","44","Lucknow","944"
"347","1327684","105","Gangtok","2273"
"348","1327690","1","Jaipur","541"
"349","1327732","27","Lucknow","546"
"350","1327744","32","Kozhikode","655"
"351","1327750","10","Lucknow","599"
"352","1327756","36","Dehradun","923"
"353","1327766","1","Jaipur","844"
"354","1327784","36","Kolkata","523"
"355","1327786","39","Kolkata","858"
"356","1327788","49","Kolkata","645"
"357","1327790","22","Kolkata","575"
"358","1327794","16","Darjeeling","833"
"359","1327810","1","Jaipur","749"
"360","1327812","17","Kovalam","518"
"361","1327816","20","Lucknow","512"
"362","1327850","47","Kochi","513"
"363","1327876","1","Jaipur","822"
"364","1327878","4","Kovalam","626"
"365","1327896","7","Kochi","788"
"366","1327914","21","Kovalam","855"
"367","1327922","21","Lucknow","844"
"368","1327936","96","Chidambaram","964"
"369","1327982","35","Kolkata","622"
"370","1328012","49","Katra","860"
"371","1328014","1","Jaipur","747"
"372","1328020","1","Jaipur","920"
"373","1328024","1","Jaipur","742"
"374","1328034","7","Kochi","837"
"375","1328058","33","Kolkata","721"
"376","1328072","10","Kolkata","569"
"377","1328080","3","Kolkata","767"
"378","1328082","44","Kolkata","937"
"379","1328084","32","Kolkata","633"
"380","1328092","5","Kolkata","789"
"381","1328096","44","Kolkata","866"
"382","1328118","24","Goa","874"
"383","1328120","26","Kolkata","941"
"384","1328126","13","Goa","757"
"385","1328132","13","Goa","738"
"386","1328140","28","Goa","545"
"387","1328142","1","Jaipur","623"
"388","1328146","38","Goa","858"
"389","1328148","1","Jaipur","948"
"390","1328160","16","Goa","982"
"391","1328172","1","Jaisalmer","888"
"392","1328174","27","Kozhikode","805"
"393","1328176","16","Goa","614"
"394","1328178","19","Goa","904"
"395","1328246","26","Lonavala","677"
"396","1328260","29","Faridabad","928"
"397","1328262","16","Lonavala","881"
"398","1328264","31","Lonavala","659"
"399","1328266","16","Hubli-Dharwad","928"
"400","1328278","1","Jaisalmer","616"
"401","1328282","1","Jaisalmer","951"
"402","1328292","1","Jaisalmer","589"
"403","1328296","1","Faridabad","567"
"404","1328298","1","Jaipur","805"
"405","1328344","26","Goa","899"
"406","1328354","20","Goa","671"
"407","1328356","17","Goa","661"
"408","1328360","10","Khandala","705"
"409","1328428","62","Coorg","893"
"410","1328464","2","Kota","561"
"411","1328480","1","Jaisalmer","562"
"412","1328482","30","Dehradun","939"
"413","1328504","14","Gangtok","680"
"414","1328506","42","Lucknow","884"
"415","1328542","23","Kolkata","603"
"416","1328546","12","Kolkata","845"
"417","1328552","47","Kolkata","712"
"418","1328556","2","Kolkata","855"
"419","1328572","43","Kolkata","806"
"420","1328588","35","Dwarka","667"
"421","1328608","12","Coimbatore","576"
"422","1328616","1","Dibrugarh","586"
"423","1328644","9","Gangtok","692"
"424","1328654","8","Corbett","619"
"425","1328686","46","Diveagar","929"
"426","1328706","48","Dechu","723"
"427","1328796","1","Jaipur","988"
"428","1328804","1","Jaipur","690"
"429","1328820","1","Jaipur","697"
"430","1328826","1","Jaipur","752"
"431","1328846","1","Jaipur","620"
"432","1328850","1","Jaipur","839"
"433","1328856","1","Jaipur","695"
"434","1328858","1","Jaipur","670"
"435","1328864","22","Khajuraho","599"
"436","1328890","48","Ghaziabad","551"
"437","1328898","10","Chandigarh","735"
"438","1328924","48","Chandigarh","527"
"439","1328926","38","Chennai","558"
"440","1328948","48","Chennai","750"
"441","1328960","36","Chennai","683"
"442","1328978","44","Chennai","586"
"443","1329002","15","Chennai","691"
"444","1329018","79","Goa","873"
"445","1329024","129","Lucknow","2881"
"446","1329030","11","Haldwani","584"
"447","1329040","28","Ghaziabad","707"
"448","1329044","16","Faridabad","685"
"449","1329052","16","Gurgaon","634"
"450","1329064","1","Hyderabad","802"
"451","1329068","49","Kochi","741"
"452","1329092","16","Hyderabad","526"
"453","1329094","16","Hyderabad","644"
"454","1329096","16","Hyderabad","813"
"455","1329098","16","Hyderabad","716"
"456","1329102","31","Chandigarh","941"
"457","1329106","37","Chandigarh","898"
"458","1329108","48","Kochi","567"
"459","1329110","41","Kochi","762"
"460","1329114","16","Hissar","909"
"461","1329148","15","Fatehpur Sikri","856"
"462","1329160","1","Gurgaon","616"
"463","1329198","3","Faridabad","732"
"464","1329212","7","Chandigarh","641"
"465","1329270","16","Hyderabad","739"
"466","1329274","26","Kochi","657"
"467","1329286","2","Chennai","708"
"468","1329392","36","Leh","525"
"469","1329438","14","Leh","667"
"470","1329442","26","Chattarpur","626"
"471","1329498","2","Leh","517"
"472","1329522","32","Leh","526"
"473","1329590","29","Leh","866"
"474","1329630","47","Goa","872"
"475","1329670","16","Indore","614"
"476","1329682","16","Indore","694"
"477","1329692","1","Jaisalmer","964"
"478","1329754","24","Khajuraho","686"
"479","1329772","9","Kurukshetra","584"
"480","1329832","35","Goa","670"
"481","1329838","49","Goa","649"
"482","1329840","15","Goa","540"
"483","1329842","47","Goa","782"
"484","1329844","17","Goa","973"
"485","1329846","8","Goa","797"
"486","1329848","10","Goa","517"
"487","1329900","14","Coonoor","699"
"488","1329910","18","Lucknow","961"
"489","1329938","1","Jaipur","724"
"490","1329940","4","Coimbatore","650"
"491","1329968","31","Firozabad","554"
"492","1329992","47","Kovalam","871"
"493","1330022","44","Lonavala","580"
"494","1330056","15","Dehradun","932"
"495","1330066","16","Gurgaon","761"
"496","1330102","36","Kannur","963"
"497","1330124","40","Lucknow","924"
"498","1330210","16","Jaisalmer","742"
"499","1330236","22","Chennai","993"
"500","1330242","11","Kolkata","671"
"501","1330264","25","Dehradun","510"
"502","1330272","19","Coimbatore","977"
"503","1330274","31","Coimbatore","948"
"504","1330276","47","Coimbatore","873"
"505","1330280","18","Coimbatore","670"
"506","1330286","22","Hyderabad","767"
"507","1330290","34","Hyderabad","845"
"508","1330292","77","Hyderabad","972"
"509","1330294","13","Hyderabad","883"
"510","1330296","13","Hyderabad","816"
"511","1330298","31","Hyderabad","812"
"512","1330338","10","Kolkata","843"
"513","1330344","29","Kolkata","734"
"514","1330346","26","Kolkata","732"
"515","1330348","31","Kolkata","894"
"516","1330350","30","Kolkata","766"
"517","1330354","47","Kolkata","663"
"518","1330360","23","Kovalam","686"
"519","1330462","14","Lucknow","590"
"520","1330472","36","Goa","513"
"521","1330474","35","Goa","747"
"522","1330476","16","Goa","583"
"523","1330478","25","Goa","614"
"524","1330480","21","Goa","804"
"525","1330646","44","Kochi","640"
"526","1330688","15","Kannur","601"
"527","1330696","28","Goa","758"
"528","1330748","24","Jabalpur","959"
"529","1330788","5","Kovalam","951"
"530","1330834","12","Lucknow","526"
"531","1330956","25","Indore","512"
"532","1330958","41","Kochi","542"
"533","1330962","38","Ludhiana","821"
"534","1331024","28","Ludhiana","892"
"535","1331030","84","Kochi","928"
"536","1331048","5","Coimbatore","618"
"537","1331050","51","Lonavala","602"
"538","1331086","7","Dehradun","856"
"539","1331124","16","Dehradun","646"
"540","1331232","1","Hyderabad","539"
"541","1331234","16","Hyderabad","502"
"542","1331236","16","Hyderabad","904"
"543","1331238","4","Kota","655"
"544","1331248","42","Ludhiana","968"
"545","1331252","1","Ghazipur","505"
"546","1331266","20","Kochi","563"
"547","1331270","7","Kovalam","678"
"548","1331290","31","Kochi","782"
"549","1331294","8","Kovalam","944"
"550","1331338","1","Jaisalmer","982"
"551","1331346","16","Indore","729"
"552","1331354","1","Jaipur","853"
"553","1331362","41","Gangtok","839"
"554","1331372","8","Chennai","596"
"555","1331380","8","Kovalam","969"
"556","1331396","40","Kochi","604"
"557","1331406","38","Dooars","687"
"558","1331418","32","Chennai","879"
"559","1331422","3","Dehradun","562"
"560","1331424","35","Chennai","575"
"561","1331452","44","Kota","510"
"562","1331456","1","Jaipur","574"
"563","1331460","17","Chennai","693"
"564","1331570","16","Goa","660"
"565","1331572","49","Goa","648"
"566","1331574","29","Goa","955"
"567","1331576","44","Goa","609"
"568","1331580","41","Goa","695"
"569","1331582","50","Goa","796"
"570","1331584","39","Goa","970"
"571","1331586","49","Goa","928"
"572","1331588","11","Goa","543"
"573","1331644","14","Kochi","812"
"574","1331666","28","Kumbakonam","722"
"575","1331684","34","Dharbhanga","782"
"576","1331692","1","Jaipur","541"
"577","1331730","6","Chennai","600"
"578","1331738","7","Coimbatore","962"
"579","1331804","12","Durg","906"
"580","1331840","2","Coorg","615"
"581","1331860","10","Chennai","895"
"582","1331870","50","Chennai","913"
"583","1331908","28","Kochi","815"
"584","1331934","1","Jaipur","743"
"585","1331948","21","Jaipur","968"
"586","1332002","35","Lucknow","790"
"587","1332006","31","Darjeeling","627"
"588","1332046","34","Ludhiana","650"
"589","1332058","50","Ludhiana","862"
"590","1332080","16","Dharamshala","713"
"591","1332082","17","Chandigarh","811"
"592","1332084","47","Kochi","739"
"593","1332098","42","Kolkata","944"
"594","1332104","12","Dongargarh","508"
"595","1332138","47","Kurukshetra","996"
"596","1332180","23","Kullu","680"
"597","1332188","43","Kolkata","793"
"598","1332212","32","Chandigarh","672"
"599","1332430","1","Goa","647"
"600","1332432","51","Goa","991"
"601","1332436","1","Goa","936"
"602","1332604","62","Goa","954"
"603","1332608","104","Goa","1529"
"604","1332642","2","Kochi","510"
"605","1332644","48","Goa","781"
"606","1332648","12","Kochi","815"
"607","1332684","23","Gandhinagar","842"
"608","1332802","48","Kolkata","596"
"609","1332828","45","Chandigarh","669"
"610","1332834","22","Kochi","840"
"611","1332842","6","Kolkata","602"
"612","1332848","18","Goa","636"
"613","1332856","23","Kolkata","925"
"614","1332942","49","Coorg","906"
"615","1333084","39","Kolkata","744"
"616","1333110","21","Devprayag","884"
"617","1333174","13","Dehradun","858"
"618","1333186","22","Jaisalmer","852"
"619","1333524","15","Jaisalmer","576"
"620","1333554","37","Faizabad","633"
"621","1333724","21","Jaisalmer","574"
"622","1333742","15","Jaisalmer","593"
"623","1333786","44","Kolkata","823"
"624","1333810","21","Kolkata","563"
"625","1334114","6","Kolkata","522"
"626","1334116","7","Kolkata","665"
"627","1334168","8","Jaisalmer","892"
"628","1334272","12","Jaisalmer","827"
"629","1334494","9","Coorg","605"
"630","1335186","28","Kochi","997"
"631","1335982","7","Goa","873"
"632","1336210","16","Goa","688"
"633","1336214","2","Goa","658"
"634","1336218","9","Goa","979"
"635","1336230","14","Goa","680"
"636","1336236","46","Goa","838"
"637","1336238","17","Goa","679"
"638","1336240","37","Lucknow","931"
"639","1336402","28","Lucknow","718"
"640","1336408","7","Kumarakom","675"
"641","1336414","37","Kozhikode","907"
"642","1336432","1","Jaipur","662"
"643","1336434","7","Kochi","834"
"644","1336438","21","Kumarakom","602"
"645","1336448","60","Corbett","648"
"646","1336550","24","Kochi","583"
"647","1336566","34","Kumarakom","594"
"648","1336642","38","Coorg","931"
"649","1336652","37","Chandigarh","593"
"650","1336654","13","Goa","966"
"651","1336822","10","Chandigarh","535"
"652","1336824","9","Kochi","706"
"653","1336872","50","Dharamshala","575"
"654","1336880","67","Digha","882"
"655","1336884","28","Dharamshala","816"
"656","1336898","16","Dharamshala","666"
"657","1336922","28","Coimbatore","885"
"658","1336992","35",,
"659","1337310","28","Ludhiana","772"
"660","1337318","17","Gangtok","652"
"661","1337370","31","Coorg","828"
"662","1337400","7","Indore","946"
"663","1337592","21","Jaipur","599"
"664","1337670","2","Chennai","790"
"665","1337694","29","Kolkata","910"
"666","1337712","50","Goa","792"
"667","1337728","11","Goa","879"
"668","1337740","6","Goa","770"
"669","1337744","1","Goa","988"
"670","1337872","23","Dwarka","842"
"671","1337944","1","Goa","517"
"672","1337946","14","Goa","947"
"673","1337948","28","Goa","831"
"674","1337950","3","Goa","637"
"675","1337952","24","Goa","525"
"676","1337960","1","Goa","680"
"677","1338280","24","Gangtok","530"
"678","1338754","13","Kolkata","614"
"679","1338796","21","Jaisalmer","754"
"680","1338868","10","Coonoor","691"
"681","1338870","37","Coonoor","820"
"682","1339526","3","Gandhinagar","619"
"683","1339562","21","Jaipur","873"
"684","1339576","1","Jaipur","830"
"685","1339578","1","Jaipur","711"
"686","1339596","1","Jaipur","781"
"687","1339598","1","Jaipur","830"
"688","1339764","5","Gandhinagar","872"
"689","1339820","14","Leh","592"
"690","1339832","48","Leh","761"
"691","1339838","41","Leh","750"
"692","1339960","10","Kodaikanal","916"
"693","1339970","6","Digha","574"
"694","1340016","45","Jaipur","527"
"695","1340572","6","Kumily","876"
"696","1341150","11","Goa","569"
"697","1341158","3","Lucknow","684"
"698","1341338","23","Leh","919"
"699","1341346","3","Dooars","526"
"700","1341430","25","Kota","899"
"701","1341450","4","Chennai","616"
"702","1341470","69","Corbett","825"
"703","1341476","34","Jaipur","984"
"704","1341510","57","Goa","781"
"705","1341644","49","Kota","715"
"706","1341656","37","Darjeeling","965"
"707","1341698","1","Chennai","757"
"708","1341726","31","Kolkata","677"
"709","1341844","10","Kharsia","645"
"710","1341848","1","Jagdalpur","556"
"711","1341856","41","Korba","698"
"712","1341880","22","Korba","783"
"713","1342098","38","Kolkata","942"
"714","1342100","40","Chennai","517"
"715","1342106","1","Jaipur","805"
"716","1342286","43","Kavali","661"
"717","1342320","29","Dehradun","923"
"718","1342758","4","Lucknow","604"
"719","1342776","45","Lucknow","722"
"720","1342786","3","Kolkata","866"
"721","1342830","39","Lucknow","847"
"722","1342836","22","Kochi","765"
"723","1342880","1","Hyderabad","840"
"724","1342884","1","Hyderabad","985"
"725","1342894","1","Hissar","573"
"726","1342898","49","Kochi","620"
"727","1342900","27","Kochi","775"
"728","1343142","74","Jaipur","771"
"729","1343306","18","Lavasa","836"
"730","1343326","16","Jaipur","962"
"731","1343336","16","Jaisalmer","927"
"732","1343338","16","Jaipur","750"
"733","1343340","16","Jaipur","870"
"734","1343342","16","Jaipur","842"
"735","1343344","16","Jaipur","816"
"736","1343366","1","Goa","914"
"737","1343462","111","Dapoli","2966"
"738","1343472","29","Kolkata","776"
"739","1343478","24","Ludhiana","571"
"740","1343554","51","Kochi","759"
"741","1343812","45","Coorg","696"
"742","1343858","32","Lonavala","569"
"743","1343876","36","Kochi","970"
"744","1344000","17","Kolhapur","870"
"745","1344014","50","Corbett","921"
"746","1344044","2","Goa","761"
"747","1344076","34","Diu","705"
"748","1344084","16","Diu","739"
"749","1344086","21","Coorg","661"
"750","1344098","38","Daman","533"
"751","1344242","16","Gandhinagar","644"
"752","1344244","29","Gandhinagar","658"
"753","1344290","9","Gandhinagar","793"
"754","1344294","35","Gandhinagar","560"
"755","1344320","45","Diu","996"
"756","1344344","39","Dwarka","669"
"757","1344602","16","Jabalpur","558"
"758","1344606","16","Indore","648"
"759","1344608","16","Indore","887"
"760","1344632","16","Jabalpur","652"
"761","1344654","32","Khajuraho","830"
"762","1344668","16","Jabalpur","616"
"763","1344672","16","Jabalpur","666"
"764","1344676","16","Jabalpur","884"
"765","1345070","41","Kolkata","848"
"766","1345082","31","Jagdalpur","795"
"767","1345086","4","Kolkata","609"
"768","1345102","3","Kolkata","629"
"769","1345106","97","Chennai","670"
"770","1345108","35","Coorg","724"
"771","1345256","1","Jaipur","962"
"772","1345270","51","Katra","747"
"773","1345394","51","Karnal","892"
"774","1345400","31","Ludhiana","686"
"775","1345402","34","Ludhiana","568"
"776","1345424","18","Coorg","714"
"777","1345486","28","Lansdowne","808"
"778","1345504","42","Jaisalmer","601"
"779","1345618","18","Chennai","550"
"780","1345620","21","Chennai","543"
"781","1345622","44","Chennai","612"
"782","1345630","45","Ludhiana","508"
"783","1345820","17","Lonavala","635"
"784","1345926","19","Jaipur","966"
